genres,imdb_title,movie_title
Drama|History|Music|Romance|War,tt0424205,Joyeux Noel
Action|Comedy|Romance,tt2097307,Hit and Run
Comedy|Crime|Thriller,tt0951216,Mad Money
Drama|Mystery|Thriller,tt1726592,Before I Go to Sleep
Adventure|Drama|Thriller,tt0076740,Sorcerer
Drama|Thriller,tt1423995,Stone
Comedy|History,tt0796335,Molière
Crime|Drama|Thriller,tt1206543,Out of the Furnace
Crime|Drama|Mystery|Thriller,tt0465538,Michael Clayton
Adventure|Comedy,tt0117119,My Fellow Americans
Crime|Drama|Thriller,tt0137363,Arlington Road
Adventure|Animation|Family|Sport,tt1634003,Underdogs
Comedy|Romance,tt1859650,To Rome with Love
Action|Adventure|Thriller,tt0083943,Firefox
Animation|Comedy|Fantasy|Musical,tt0158983,South Park: Bigger Longer & Uncut
Comedy,tt0795368,Death at a Funeral
Action|Adventure|Comedy|Family|Fantasy|Sci-Fi,tt0108308,Teenage Mutant Ninja Turtles III
Drama|Sport,tt0180734,Hardball
Comedy|Drama|Romance,tt1045658,Silver Linings Playbook
Biography|Crime|Drama,tt0463998,Freedom Writers
Drama,tt1405500,For Colored Girls
Action|Crime|Thriller,tt0293662,The Transporter
Action|Drama|Sport,tt1023111,Never Back Down
Game-Show|Reality-TV|Romance,tt0313038,The Bachelor
Comedy|Drama|Romance,tt1176740,Away We Go
Comedy|Drama,tt1027862,Swing Vote
Drama|Romance,tt0179098,Moonlight Mile
Drama|Mystery|Thriller,tt1340800,Tinker Tailor Soldier Spy
Comedy|Drama|Romance,tt0143746,Molly
Drama,tt1321860,The Beaver
Comedy|Musical,tt0083642,The Best Little Whorehouse in Texas
Horror|Sci-Fi|Thriller,tt0120907,eXistenZ
Action|Adventure,tt0082971,Raiders of the Lost Ark
Adventure|Comedy|Family,tt0104431,Home Alone 2: Lost in New York
Drama|Sci-Fi,tt0075860,Close Encounters of the Third Kind
Drama|Horror|Sci-Fi|Thriller,tt0454919,Pulse
Action|Comedy|Crime|Thriller,tt0092644,Beverly Hills Cop II
Comedy,tt0305669,Bringing Down the House
Crime|Drama|Horror|Thriller,tt0102926,The Silence of the Lambs
Comedy|Music,tt0105793,Wayne's World
Action|Comedy|Documentary,tt1116184,Jackass 3D
Adventure|Horror|Thriller,tt0077766,Jaws 2
Adventure|Comedy|Drama|Family|Romance,tt1014775,Beverly Hills Chihuahua
Horror|Mystery|Thriller,tt1457767,The Conjuring
Adventure|Comedy|Family|Romance,tt0368578,Are We There Yet?
Comedy,tt2103254,Tammy
Drama|Mystery|Thriller,tt0486822,Disturbia
Comedy|Music,tt0332379,School of Rock
Action|Adventure|Fantasy|Sci-Fi|Thriller,tt0113855,Mortal Kombat
Drama|Mystery|Romance|Thriller,tt0324554,Wicker Park
Comedy|Crime,tt0381707,White Chicks
Comedy|Drama,tt1033575,The Descendants
Drama|Family|Music|Romance,tt1294226,The Last Song
Biography|Drama|History,tt2024544,12 Years a Slave
Comedy|Drama|Music|Romance,tt0303933,Drumline
Comedy|Drama|Romance,tt1391137,Why Did I Get Married Too?
Fantasy|Romance,tt0099487,Edward Scissorhands
Drama|Romance,tt2674426,Me Before You
Comedy|Crime|Drama,tt2215285,Madea's Witness Protection
Action|Crime|Drama|Thriller,tt0067116,The French Connection
Comedy,tt4651520,Bad Moms
Comedy|Romance,tt0466342,Date Movie
Adventure|Animation|Family|Fantasy,tt0280030,Return to Never Land
Biography|Drama|History,tt1020072,Selma
Adventure|Animation|Family|Musical,tt0283426,The Jungle Book 2
Drama|Horror|Mystery|Thriller,tt0357507,Boogeyman
Drama|Mystery|Thriller,tt0477071,Premonition
Animation|Comedy|Drama|Family|Musical,tt0220099,The Tigger Movie
Horror|Mystery|Thriller,tt1148204,Orphan
Adventure|Family,tt3369806,Max
Comedy,tt1319598,Meet the Browns
Adventure|Comedy,tt0799949,Epic Movie
Adventure|Fantasy,tt0082198,Conan the Barbarian
Biography|Crime|Drama|History,tt1895587,Spotlight
Crime|Drama|Thriller,tt0947802,Lakeview Terrace
Horror|Thriller,tt0433386,The Grudge 2
Comedy|Drama|Romance,tt0120703,How Stella Got Her Groove Back
Adventure|Comedy|Fantasy|Music|Sci-Fi,tt0101452,Bill & Ted's Bogus Journey
Comedy|Drama|Romance|Thriller,tt0483726,Man of the Year
Action|Sci-Fi,tt0078869,The Black Hole
Crime|Drama|Thriller,tt1440728,The American
Biography|Drama|Music,tt0120094,Selena
Comedy,tt1666186,Vampires Suck
Drama,tt0449467,Babel
Comedy|Drama,tt1371150,This Is Where I Leave You
Drama|Mystery,tt0918927,Doubt
Action|Comedy,tt0372588,Team America: World Police
Horror|Thriller,tt1572315,Texas Chainsaw 3D
Crime|Drama|Mystery|Thriller,tt0112722,Copycat
Comedy,tt0795461,Scary Movie 5
Comedy|Drama|Musical|Romance|Western,tt0064782,Paint Your Wagon
Biography|Drama|History,tt1013753,Milk
Action|Adventure|Drama|Mystery,tt3231054,Risen
Horror,tt0288477,Ghost Ship
Adventure|Comedy,tt1268799,A Very Harold & Kumar 3D Christmas
Crime|Drama|Mystery|Thriller,tt0120890,Wild Things
Crime|Thriller,tt0814335,The Stepfather
Drama|Thriller,tt1226753,The Debt
Comedy|Drama|Music|Romance,tt0146882,High Fidelity
Horror|Mystery,tt0479968,One Missed Call
Crime|Drama|Thriller,tt0116260,Eye for an Eye
Crime|Drama|Romance|Thriller,tt0200465,The Bank Job
Drama|Fantasy|Romance|Sci-Fi,tt0338013,Eternal Sunshine of the Spotless Mind
Comedy|Family|Romance,tt1414382,You Again
Action|Crime|Drama|Thriller,tt0421073,Street Kings
Action|Comedy|Sci-Fi,tt1213663,The World's End
Comedy|Crime|Family|Mystery|Romance|Thriller,tt0479500,Nancy Drew
Action|Horror|Sci-Fi|Thriller,tt0433362,Daybreakers
Comedy|Romance,tt0815236,She's Out of My League
Adventure|Comedy|Family|Romance,tt1067774,Monte Carlo
Horror|Thriller,tt0441796,Stay Alive
Action|Adventure|Drama|Romance|Western,tt0102744,Quigley Down Under
Adventure|Animation|Comedy|Family|Romance,tt1213012,Alpha and Omega
Action|Fantasy|Horror|Thriller,tt0475944,The Covenant
Comedy|Drama|Sport,tt0430634,Stick It
Comedy|Family|Fantasy,tt1100119,Shorts
Comedy|Crime|Drama,tt0114681,To Die For
Adventure|Crime|Mystery|Sci-Fi|Thriller,tt3531824,Nerve
Crime|Drama|Western,tt0800308,Appaloosa
Action|Horror|Thriller,tt0120877,Vampires
Action|Adventure|Animation|Family|Fantasy,tt0249327,Yu-Gi-Oh! Duel Monsters
Comedy|Romance,tt1046163,My Best Friend's Girl
Drama|Romance,tt2318092,Endless Love
Comedy|Drama,tt0791304,Georgia Rule
Comedy,tt0083254,Under the Rainbow
Adventure|Comedy|Drama|Fantasy,tt0089457,Ladyhawke
Comedy|Drama|Family,tt0124879,Simon Birch
Drama,tt0490204,Reign Over Me
Adventure|Biography|Drama,tt0758758,Into the Wild
Comedy,tt0462519,School for Scoundrels
Adventure|Drama|Horror|Mystery|Thriller,tt0938330,Silent Hill: Revelation 3D
Crime|Fantasy|Horror,tt0116367,From Dusk Till Dawn
Animation|Family|Fantasy|Mystery,tt0407121,Pooh's Heffalump Movie
Comedy|Drama|Romance,tt0113321,Home for the Holidays
Action|Comedy|Crime|Fantasy,tt0373074,Kung Fu Hustle
Comedy,tt0118315,Fired Up
Comedy|Family|Music|Musical,tt0276033,The Country Bears
Drama,tt0419887,The Kite Runner
Drama,tt0315733,21 Grams
Action|Crime|Drama|Thriller,tt0338325,Paparazzi
Drama|Fantasy|Romance,tt1099212,Twilight
Comedy|Romance,tt0295289,A Guy Thing
Comedy|Romance,tt0217630,Loser
Crime|Documentary|News,tt1232207,Capitalism: A Love Story
Biography|Drama|History,tt0059245,The Greatest Story Ever Told
Crime|Drama|Mystery|Thriller,tt1741273,Secret in Their Eyes
Comedy,tt1213644,Disaster Movie
Action|Crime|Thriller,tt0913354,Armored
Action|Comedy|Crime|Thriller,tt0120483,The Man Who Knew Too Little
Comedy|Romance,tt0770703,What's Your Number?
Action|Adventure|Sci-Fi|Thriller,tt1592525,Lockout
Comedy,tt0326856,Envy
Action|Crime|Sci-Fi|Thriller,tt1121931,Crank: High Voltage
Comedy|Crime,tt0109348,Bullets Over Broadway
Biography|Drama|History,tt0430431,One Night with the King
Drama|Mystery|Romance|Thriller|War,tt0258068,The Quiet American
Comedy|Drama,tt0384680,The Weather Man
Comedy|Drama|Fantasy|Romance,tt0995039,Ghost Town
Action|Crime|Thriller,tt1160368,12 Rounds
Drama|Fantasy|Horror|Mystery,tt1228987,Let Me In
Action|Comedy|Family,tt0109015,3 Ninjas Kick Back
Comedy,tt0799934,Be Kind Rewind
Comedy|Drama|Music|War,tt0413015,Mrs Henderson Presents
Action|Crime|Drama|Thriller,tt1712261,Triple 9
Comedy,tt0118954,Deconstructing Harry
Comedy|Romance,tt0144640,Three to Tango
Comedy|Drama,tt2503944,Burnt
Comedy|Crime,tt0098625,We're No Angels
Comedy|Musical|Romance,tt0116242,Everyone Says I Love You
Comedy,tt0795368,Death at a Funeral
Action|Crime|Thriller,tt0804461,Death Sentence
Adventure|Drama,tt0780511,Everybody's Fine
Comedy|Family|Sci-Fi,tt0270846,Superbabies: Baby Geniuses 2
Action|Comedy|Crime,tt0399327,The Man
Action|Comedy|Crime,tt0462229,Code Name: The Cleaner
Comedy|Crime|Music,tt0345074,Connie and Carla
Comedy|Drama|Music|Musical|Romance,tt0065054,Sweet Charity
Comedy|Crime|Drama|Mystery|Romance,tt1791528,Inherent Vice
Adventure|Animation|Comedy|Family|Fantasy,tt0763304,Doogal
Drama|Music,tt1532958,Battle of the Year
Crime|Drama|Mystery|Thriller,tt1714204,Perception
Comedy|Fantasy,tt1190617,An American Carol
Action|Comedy|Crime|Thriller,tt2002718,Machete Kills
Drama|Horror|Sci-Fi|Thriller,tt0310357,Willard
Adventure|Comedy,tt0489282,Strange Wilderness
Biography|Comedy|Drama|History|Music|Musical,tt0151568,Topsy-Turvy
Drama|War,tt1810683,Little Boy
Biography|Drama|Thriller,tt1571222,A Dangerous Method
Animation|Drama|Mystery|Sci-Fi|Thriller,tt0405296,A Scanner Darkly
Biography|Drama|Sport,tt1629757,Chasing Mavericks
Horror|Sci-Fi,tt0369226,Alone in the Dark
Comedy|Drama|Family|Music|Romance,tt0976222,Bandslam
Drama|Mystery|Romance|Thriller,tt0337876,Birth
Action|Crime|Drama|Thriller,tt2937898,A Most Violent Year
Drama|History|Romance|War,tt1092082,Passchendaele
Biography|Drama,tt1054588,Flash of Genius
Action|Thriller,tt1366365,The Cold Light of Day
Adventure|Comedy|Drama|Romance,tt0844286,The Brothers Bloom
Comedy|Drama|Romance,tt0383028,"Synecdoche, New York"
Adventure|Animation|Fantasy,tt0119698,Princess Mononoke
Biography|Comedy|Musical,tt0080492,Can't Stop the Music
Crime|Drama|Western,tt0421238,The Proposition
Biography|Drama|Sport,tt3719896,Courage
Comedy|Music,tt0266747,Marci X
Action|Drama|Sci-Fi|Thriller,tt0238380,Equilibrium
Drama|War,tt0889588,The Children of Huang Shi
Crime|Drama|Romance|Thriller,tt0138946,The Yards
Adventure|Family|Fantasy|Musical,tt1520498,The Oogieloves in the Big Balloon Adventure
Drama|Romance,tt3707106,By the Sea
Action|Adventure|Animation|Family|Sci-Fi|Thriller,tt0348121,Steamboy
Drama|History|Sport,tt0354595,The Game of Their Lives
Crime|Drama|Mystery|Romance|Thriller,tt1175709,All Good Things
Action|Adventure|Drama|History|Romance,tt0110944,Rapa Nui
Comedy|Family|Sci-Fi,tt0940709,CJ7
Comedy|Family|Fantasy|Sci-Fi,tt0120882,Les couloirs du temps: Les visiteurs II
Action|Comedy|Crime|Fantasy|Horror|Mystery|Sci-Fi|Thriller,tt1013860,Dylan Dog: Dead of Night
Crime|Drama|Mystery,tt0274711,People I Know
Comedy|Drama|Fantasy|Romance,tt1274300,The Tempest
Crime|Drama|Mystery|Thriller,tt3319920,Regression
Action|Drama|History|War,tt0882978,Three Kingdoms: Resurrection of the Dragon
Crime|Drama|Thriller,tt0489664,Shattered
Adventure|Animation|Comedy|Family,tt1488181,Zambezia
Action|Crime|Thriller,tt3247714,Survivor
Crime|Drama|Mystery|Thriller,tt2005374,The Frozen Ground
Drama|Romance,tt0446755,The Painted Veil
Action|Biography|Crime|Drama,tt0765432,The Baader Meinhof Complex
Adventure|Drama|Western,tt0099348,Dances with Wolves
Comedy,tt1284575,Bad Teacher
Crime|Drama|Mystery|Thriller,tt0098273,Sea of Love
Comedy|Family|Romance,tt0356470,A Cinderella Story
Horror|Mystery,tt0117571,Scream
Horror,tt0245674,Thir13en Ghosts
Drama|Horror,tt0081505,The Shining
Adventure|Comedy|Sci-Fi,tt0088763,Back to the Future
Horror|Mystery|Thriller,tt0185371,House on Haunted Hill
Comedy|Drama,tt1385912,I Can Do Bad All by Myself
Action|Drama,tt4280822,Fight Valley
Comedy|Drama|Romance,tt0889573,The Switch
Comedy|Romance,tt0305711,Just Married
Biography|Drama|Thriller,tt1270262,The Devil's Double
Adventure|Comedy|Drama|Family|Fantasy,tt0205461,Thomas and the Magic Railroad
Horror|Thriller,tt0455407,The Crazies
Adventure|Animation|Family|Fantasy,tt0245429,Spirited Away
Action|Crime|Thriller,tt3341072,Firestorm
Action|Adventure|Drama|History|Romance,tt0086993,The Bounty
Drama|War,tt0816442,The Book Thief
Adventure|Comedy|Romance,tt1135985,Sex Drive
Comedy|Romance,tt1216492,Leap Year
Drama|History|War,tt0058085,The Fall of the Roman Empire
Comedy|Drama|Romance,tt0810922,Take Me Home Tonight
Drama,tt1870529,Won't Back Down
Family|Fantasy|Music,tt0107719,The Nutcracker
Crime|Drama|Music|Thriller,tt0116745,Kansas City
Drama|Horror|Mystery|Thriller,tt0384806,The Amityville Horror
Comedy|Drama,tt0268126,Adaptation.
Adventure|Comedy|Drama,tt0120669,Fear and Loathing in Las Vegas
Comedy|Fantasy|Romance,tt1058017,The Invention of Lying
Comedy,tt2004420,Neighbors
Action|Comedy|Crime|Fantasy,tt0110475,The Mask
Comedy|Drama|Family|Fantasy|Romance,tt0094737,Big
Comedy,tt0443453,Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan
Comedy|Romance,tt0250494,Legally Blonde
Action|Adventure|Sci-Fi,tt0088170,Star Trek III: The Search for Spock
Drama|Horror|Thriller,tt0404032,The Exorcism of Emily Rose
Comedy|Romance,tt0205000,Deuce Bigalow: Male Gigolo
Action|Drama|Fantasy|Mystery|Thriller,tt2467046,Left Behind
Comedy|Drama|Romance,tt0356680,The Family Stone
Comedy|Crime|Drama,tt0307987,Bad Santa
Comedy|Crime,tt0118655,Austin Powers: International Man of Mystery
Comedy|Family|Romance,tt3760922,My Big Fat Greek Wedding 2
Comedy|Family,tt1650043,Diary of a Wimpy Kid: Rodrick Rules
Action|Horror|Sci-Fi,tt0093773,Predator
Biography|Drama|History|Music,tt0086879,Amadeus
Horror|Mystery,tt0926129,Prom Night
Comedy,tt0377092,Mean Girls
Comedy|Drama|Romance,tt0328589,Under the Tuscan Sun
Drama|Mystery,tt0280707,Gosford Park
Comedy|Drama|Romance,tt0362359,The O.C.
Comedy|Drama|Fantasy|Romance,tt0091738,Peggy Sue Got Married
Comedy|Drama|Romance,tt2562232,Birdman or (The Unexpected Virtue of Ignorance)
Drama,tt2334873,Blue Jasmine
Drama|History|Thriller,tt0475276,United 93
Drama|Music|Romance,tt0322589,Honey
Drama|History|War,tt0097441,Glory
Action|Comedy,tt0117723,Spy Hard
Fantasy|Horror,tt0080749,The Fog
Biography|Drama|Family|Sport,tt1596346,Soul Surfer
Comedy|Drama|War,tt0065528,Catch-22
Comedy|Crime|Drama,tt1197628,Observe and Report
Action|Adventure|Fantasy,tt0087078,Conan the Destroyer
Drama|Romance,tt0899106,Love Happens
Adventure|Fantasy|Mystery|Thriller,tt0090357,Young Sherlock Holmes
Comedy|Drama|Musical|Romance,tt1016075,Fame
Adventure|Biography|Drama|Thriller,tt1542344,127 Hours
Comedy|Crime,tt0196216,Small Time Crooks
Drama|Music|Romance,tt0210616,Center Stage
Comedy,tt2279339,Love the Coopers
Comedy|Crime,tt0337917,Catch That Kid
Drama,tt0264796,Life as a House
Biography|Drama,tt2080374,Steve Jobs
Comedy|Romance,tt1032815,"I Love You, Beth Cooper"
Comedy|Drama|Romance,tt0403702,Youth in Revolt
Action|Adventure|Western,tt0082648,The Legend of the Lone Ranger
Drama|Thriller,tt0236784,The Tailor of Panama
Mystery|Thriller,tt0082085,Blow Out
Action|Crime|Thriller,tt2167202,Getaway
Drama,tt0119349,The Ice Storm
Comedy|Drama|Romance,tt2465146,And So It Goes
Adventure|Comedy,tt0098519,Troop Beverly Hills
Comedy|Drama|Romance,tt0340012,Being Julia
Drama|Romance,tt0091635,9½ Weeks
Action|Adventure|Fantasy,tt0082288,Dragonslayer
Biography|Drama|Romance,tt0824758,The Last Station
Drama,tt1967545,Labor Day
Adventure|Biography|Drama|History|War,tt0416044,Mongol: The Rise of Genghis Khan
Action|Crime|Thriller,tt1032755,RocknRolla
Action|Sci-Fi,tt0084316,Megaforce
Drama,tt0116477,Hamlet
Biography|Drama|Music|Romance,tt1071812,Mao's Last Dancer
Adventure|Drama|Sci-Fi|Thriller,tt2649554,Midnight Special
Comedy|Romance,tt0313792,Anything Else
Biography|Drama|Romance|War,tt2058107,The Railway Man
Horror,tt4517738,Restoration
Action|Horror|Romance|Sci-Fi|Thriller,tt0092240,The Wraith
Crime|Drama|Mystery|Thriller,tt0235737,The Salton Sea
Music,tt2172935,Metallica Through the Never
Crime|Drama|Thriller,tt0865554,The Informers
Biography|Crime|Drama|Thriller,tt1321865,Carlos
Thriller,tt1024744,I Come with the Rain
Action|Drama|History|Romance|War|Western,tt0120775,One Man's Hero
Horror,tt0088993,Day of the Dead
Action|Crime|Drama|Thriller,tt3212232,I Am Wrath
Action|Animation|Sci-Fi|Thriller,tt0386741,Renaissance
Drama|Western,tt2271563,Forsaken
Action|Adventure|Fantasy,tt0089893,Red Sonja
Drama|Horror|Mystery|Thriller,tt1748179,Red Lights
Comedy,tt0829482,Superbad
Comedy|Crime|Drama,tt1142800,Madea Goes to Jail
Action|Horror,tt1403241,Wolves
Drama|Music|Musical|Romance,tt1023481,Step Up 2: The Streets
Action|Animation|Comedy|Crime|Family,tt0443536,Hoodwinked!
Drama|History|War,tt0395169,Hotel Rwanda
Action|Crime|Drama|Thriller,tt0465494,Hitman
Drama|Family|Music|Musical,tt1425922,Black Nativity
Action|Thriller,tt1085492,The Prince
Crime|Drama|Thriller,tt0164003,City of Ghosts
Fantasy|Horror|Thriller,tt0230600,The Others
Action|Adventure|Sci-Fi,tt0090605,Aliens
Drama|Family|Musical|Romance,tt0058385,My Fair Lady
Horror|Mystery|Thriller,tt0119345,I Know What You Did Last Summer
Comedy,tt1924435,Let's Be Cops
Adventure|Comedy|Drama|Romance,tt0375063,Sideways
Comedy,tt0486551,Beerfest
Horror|Thriller,tt0077651,Halloween
Comedy|Drama|Family|Fantasy|Sci-Fi,tt0326900,Good Boy!
Comedy|Drama,tt2083355,The Best Man Holiday
Action|Crime|Drama|Thriller,tt0475394,Smokin' Aces
Horror|Mystery,tt1477076,Saw 3D: The Final Chapter
Comedy|Romance,tt0243736,40 Days and 40 Nights
Action|Adventure|Sci-Fi,tt1104001,TRON: Legacy
Comedy|Music|Romance,tt0120770,A Night at the Roxbury
Drama|Fantasy|Romance,tt1152398,Beastly
Horror,tt0454841,The Hills Have Eyes
Comedy,tt0325258,Dickie Roberts: Former Child Star
Biography|Drama|Sport,tt2097298,"McFarland, USA"
Comedy,tt0979434,Lottery Ticket
Comedy|Crime|Drama|Music|Romance,tt0466856,ATL
Comedy|Music|Romance,tt1981677,Pitch Perfect
Comedy|Drama|Romance|Sport,tt0234829,Summer Catch
Crime|Drama|Thriller,tt0120324,A Simple Plan
Horror|Mystery|Thriller,tt0283632,They
Comedy|Romance,tt0462395,Larry the Cable Guy: Health Inspector
Adventure|Comedy|Family|Fantasy|Musical,tt0159421,The Adventures of Elmo in Grouchland
Crime|Drama|Thriller,tt1210042,Brooklyn's Finest
Action|Adventure|Drama|History|War,tt0056800,55 Days at Peking
Horror,tt1288558,Evil Dead
Comedy|Romance,tt0865559,My Life in Ruins
Comedy|Music,tt0465142,American Dreamz
Action|Adventure|Family|Sci-Fi,tt0094074,Superman IV: The Quest for Peace
Drama,tt0770810,How She Move
Action|Crime|Drama|Thriller,tt0404390,Running Scared
Biography|Drama|Romance|Sport,tt0375104,Bobby Jones: Stroke of Genius
Adventure|Crime|Drama|Romance,tt0091934,Shanghai Surprise
Drama|Mystery|Romance|Thriller,tt0443543,The Illusionist
Adventure|Horror|Thriller,tt0083001,Roar
Biography|Crime|Drama|Thriller,tt0312549,Veronica Guerin
Crime|Drama|Romance|Thriller,tt2515030,Escobar: Paradise Lost
Comedy|Mystery|Sci-Fi|Thriller,tt0405336,Southland Tales
Adventure|Animation|Family|Fantasy,tt0944834,Dragon Hunters
Sci-Fi,tt0075909,Damnation Alley
Horror|Thriller,tt1433822,The Apparition
Comedy|Drama|Family|Romance,tt0102492,My Girl
Biography|Drama|Romance,tt0422295,Fur: An Imaginary Portrait of Diane Arbus
Drama|Mystery|Romance|Thriller,tt0443543,The Illusionist
Crime|Drama,tt0094291,Wall Street
Drama|Romance,tt0114388,Sense and Sensibility
Biography|Drama|Romance,tt0416508,Becoming Jane
Comedy|Romance,tt0815244,Sydney White
Drama,tt0315983,House of Sand and Fog
Comedy|Drama,tt0097165,Dead Poets Society
Comedy,tt0109686,Dumb & Dumber
Comedy|Drama|Romance,tt0098635,When Harry Met Sally...
Drama,tt0084855,The Verdict
Comedy,tt0215129,Road Trip
Comedy|Drama|Romance|Sport,tt0139699,Varsity Blues
Drama|Fantasy|Horror|Mystery|Thriller,tt1139668,The Unborn
Adventure|Comedy|Drama|Romance,tt1748122,Moonrise Kingdom
Horror,tt0420294,The Texas Chainsaw Massacre: The Beginning
Drama,tt1002563,The Young Messiah
Comedy|Family,tt0295427,The Master of Disguise
Drama|Fantasy|War,tt0457430,Pan's Labyrinth
Drama|Fantasy|Mystery|Thriller,tt3513704,The Messengers
Action|Comedy|Crime|Family,tt0250720,See Spot Run
Drama|Horror|Thriller,tt1265990,The Roommate
Adventure|Comedy|Drama,tt0245686,Joe Dirt
Action|Crime,tt0101764,Double Impact
Action|Comedy|Mystery,tt0425112,Hot Fuzz
Comedy|Drama,tt0430770,The Women
Drama|Romance,tt0497465,Vicky Cristina Barcelona
Action|Adventure|Drama|Romance|War,tt0837106,Arn: The Knight Templar
Comedy,tt4651520,Bad Moms
Comedy|Drama|Romance,tt0204175,Boys and Girls
Drama,tt0283139,White Oleander
Comedy|Fantasy|Horror,tt1131734,Jennifer's Body
Comedy|Crime|Mystery,tt0186045,Drowning Mona
Comedy,tt0093818,Radio Days
Action|Drama|Fantasy|Mystery|Thriller,tt2467046,Left Behind
Drama|Romance,tt1403981,Remember Me
Comedy|Drama|Romance,tt0319524,How to Deal
Comedy|Romance|Sci-Fi,tt0095687,My Stepmother Is an Alien
Drama,tt0107818,Philadelphia
Mystery|Sci-Fi|Thriller,tt0139809,The Thirteenth Floor
Comedy,tt0380277,The Cookout
Action|Drama|Sci-Fi|Thriller,tt0079550,Meteor
Comedy|Drama|Music,tt0134630,Duets
Comedy|Romance,tt0278823,Hollywood Ending
Comedy|Music,tt0165710,Detroit Rock City
Action|Adventure|Fantasy,tt0091203,Highlander
Drama,tt0469623,Things We Lost in the Fire
Action|Crime|Sci-Fi,tt0120207,Steel
Drama|Romance,tt1951181,The Immigrant
Drama|History|Romance|War,tt0384686,The White Countess
Crime|Drama|Mystery|Thriller,tt1924429,Trance
Comedy,tt0367085,Soul Plane
Comedy|Romance,tt1064932,Welcome to the Sticks
Drama|Romance|War,tt0436364,Good
Drama|Fantasy,tt1191111,Enter the Void
Comedy|Horror|Romance,tt1545106,Vamps
Drama|Family,tt1028532,Hachi: A Dog's Tale
Crime|Drama|Thriller,tt2249221,Zulu
Drama|Western,tt2398231,The Homesman
Comedy|Drama|Romance|Sport,tt0247444,Juwanna Mann
Comedy|Crime|Drama,tt1958961,Lilyhammer
Drama|War,tt0273435,Ararat
Drama|Sport,tt0206113,Madison
Drama|Mystery|Thriller,tt0376196,Slow Burn
Action|Comedy|Crime|Drama|Thriller,tt0281364,Wasabi
Comedy|Horror|Sci-Fi,tt0439815,Slither
Action|Comedy|Crime,tt0086960,Beverly Hills Cop
Comedy|Family,tt0099785,Home Alone
Comedy|Drama|Family,tt0094137,3 Men and a Baby
Comedy|Drama|Romance,tt0084805,Tootsie
Action|Drama|Romance,tt0092099,Top Gun
Action|Drama|Romance,tt0190332,"Crouching Tiger, Hidden Dragon"
Drama,tt0169547,American Beauty
Biography|Drama|History|Romance,tt1504320,The King's Speech
Comedy|Crime,tt0096320,Twins
Crime|Drama|Horror|Mystery|Thriller,tt3921180,Scream: The TV Series
Drama|Romance,tt0954990,The Yellow Handkerchief
Drama,tt0088939,The Color Purple
Action|Comedy|Drama|Thriller,tt1153040,Tidal Wave
Biography|Drama|Thriller|War,tt2084970,The Imitation Game
Comedy|War,tt0081375,Private Benjamin
Biography|Drama|Music|Musical,tt0080549,Coal Miner's Daughter
Comedy|Family,tt1196141,Diary of a Wimpy Kid
Fantasy|Horror,tt2023587,Mama
Horror|Thriller,tt0077651,Halloween
Adventure|Comedy,tt0085995,National Lampoon's Vacation
Comedy,tt3063516,Bad Grandpa
Biography|Drama,tt0436697,The Queen
Comedy|Fantasy,tt0094721,Beetlejuice
Comedy|Drama,tt0906108,Why Did I Get Married?
Drama|Family|Romance,tt0110367,Little Women
Drama|Fantasy|Horror|Thriller,tt1596365,The Woman in Black
Horror|Thriller,tt0455857,When a Stranger Calls
Adventure|Comedy|Family,tt0265298,Big Fat Liar
Drama|War,tt0077416,The Deer Hunter
Comedy|Drama,tt0120885,Wag the Dog
Adventure|Comedy|Family|Music|Romance,tt0306841,The Lizzie McGuire Movie
Action|Drama|Thriller,tt0882977,Snitch
Comedy|Fantasy|Horror,tt3850590,Krampus
Horror|Mystery|Sci-Fi,tt0133751,The Faculty
Biography|Drama|Music,tt0108551,What's Love Got to Do with It
Crime|Drama|Thriller,tt0118887,Cop Land
Comedy,tt0277371,Not Another Teen Movie
Crime|Drama|Thriller,tt1855199,End of Watch
Comedy|Drama|Romance,tt1243974,Aloha
Action|Crime|Drama|Thriller,tt0192614,The Skulls
Biography|Drama|Romance,tt2980516,The Theory of Everything
Comedy|Crime,tt0328099,Malibu's Most Wanted
Comedy|Drama|Romance,tt0198021,Where the Heart Is
Adventure|Biography|Drama|History|War,tt0056172,Lawrence of Arabia
Horror,tt1311067,Halloween II
Adventure|Biography|Drama,tt2305051,Wild
Crime|Horror|Thriller,tt0844708,The Last House on the Left
Comedy|Romance,tt0372532,The Wedding Date
Comedy|Horror|Thriller,tt0220506,Halloween: Resurrection
Action|Adventure|Fantasy,tt0800320,Clash of the Titans
Adventure|Family|Fantasy|Romance,tt0093779,The Princess Bride
Biography|Drama,tt0427309,The Great Debaters
Crime|Drama,tt0780504,Drive
Comedy|Family|Music|Romance,tt0361467,Confessions of a Teenage Drama Queen
Comedy|Drama|Romance,tt0120772,The Object of My Affection
Drama|Horror|Sci-Fi,tt0463854,28 Weeks Later
Drama|Family|Sport,tt2247476,When the Game Stands Tall
Comedy|Drama|Family,tt0317132,Because of Winn-Dixie
Drama|Romance|Sport,tt0199725,Love & Basketball
Action|Comedy|Crime|Romance|Thriller,tt0119229,Grosse Pointe Blank
Comedy|Romance,tt0881891,All About Steve
Adventure|Fantasy|Horror|Mystery|Thriller,tt0229260,Book of Shadows: Blair Witch 2
